,Unnamed: 0.1,Unnamed: 0,Tweets,Sentiment,Sarcasm_Col,Topic,Sarcasm_Aug
2464,5740,9742,"""Oh, what a shocker! Former PM Abe's promise to keep Fukushima under control for the Olympics was just a big fat lie. Who would have thought?""",Negative,Sarcastic,General,"""Former PM Abe's assurance to manage Fukushima for the Olympics turned out to be untrue."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508797, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=17, prompt_tokens=58, total_tokens=75), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
2465,5741,9745,"""Oh, what a brilliant idea! Let's just casually play around with the one labeled \""Nuclear.\"" What could possibly go wrong?""",Negative,Sarcastic,General,"'Let\'s casually experiment with the one labeled ""Nuclear."" What could go wrong?"
2466,5743,9747,"""Oh, fantastic news! In no time at all, Satan 2 nuke is all set to target the UK from Russia. How convenient! #sarcasm""",Negative,Sarcastic,Politics,'It is concerning that the Satan 2 nuclear missile is now ready to target the UK from Russia. #concerned
2467,5748,9757,"""Hillary just casually sold our Uranium to the Russians for some pocket change, while Obama generously funded Iran's nuclear dreams and armed the cartels. NBD. #sarcasm""",Negative,Sarcastic,Politics,"""Hillary sold Uranium to the Russians and Obama funded Iran's nuclear ambitions and armed the cartels. No big deal. #sarcasm"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}})], created=1739508804, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=28, prompt_tokens=64, total_tokens=92), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
2468,5749,9758,"""Oh, because nuclear power is just sooo clean and safe, right? #sarcasm""",Negative,Sarcastic,Energy,'Nuclear power is not as clean and safe as some may claim.
2469,5752,9766,"""Oh, what a brilliant move by the NATO Parliamentary Assembly! Accidentally leaking the precise locations of US nuclear weapons in Europe. Oops, indeed! Great job, guys! """,Negative,Sarcastic,General,'The NATO Parliamentary Assembly made a serious mistake by accidentally revealing the exact locations of US nuclear weapons in Europe.
2470,5756,9770,"""Oh, great news! Can't wait for the planet to be engulfed by toxic waste from a nuclear reactor. All the 'fluff' in the world definitely won't be able to save us. """,Negative,Sarcastic,Energy,'I am not looking forward to the planet being contaminated by toxic waste from a nuclear reactor. It is unlikely that any superficial solutions will be able to prevent the consequences.
2471,5757,9773,"""Oh, look at North Korea still going strong with their nuclear and missile programs, completely ignoring those pesky sanctions. (But hey, at least Iran is behaving, right?) #sarcasm""",Negative,Sarcastic,Politics,"'North Korea continues to advance their nuclear and missile programs despite sanctions, while Iran is also not causing any trouble."
2472,5759,9778,"""Wow, Trump is just a genius when it comes to nuclear policy! He's definitely not being outsmarted by Russia at all. It's impossible to keep anything from him. Last.""",Negative,Sarcastic,Politics,'Trump is not very knowledgeable about nuclear policy and seems to be easily outsmarted by Russia. It is difficult to hide anything from him.
2473,5760,9779,"""So basically, the emergency powers were originally just for a nuclear attack during Eisenhower, but Bush Jr thought, \""Why not throw pandemics in there too?\"" #overachiever""",Negative,Sarcastic,Politics,"""The emergency powers were initially intended for a nuclear attack during Eisenhower's time, but Bush Jr expanded them to include pandemics as well."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508817, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=27, prompt_tokens=63, total_tokens=90), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
2474,5763,9783,"""BibiSpeech: Oh, sure, because it makes total sense for us to have nuclear weapons but heaven forbid they have a nuclear power plant. #DoubleStandards""",Negative,Sarcastic,Energy,'BibiSpeech: It is hypocritical to possess nuclear weapons while opposing their nuclear power plant. #Inconsistency
2475,5764,9784,"""Oh, because a nuclear Iran would definitely be a walk in the park, right? The free world better wake up and smell the radioactive coffee before it's too late. #sarcasm""",Negative,Sarcastic,Politics,'A nuclear Iran would pose significant challenges and threats that the free world needs to address urgently. #concerned
2476,5765,9785,"""Oh great, because what we really need in 2020 is Mother Time and some nuclear reactor lore from the Carly Bree McKay Engine. Can't wait for all the fun and excitement! #sarcasm""",Negative,Sarcastic,Politics,'It is not ideal to have Mother Time and nuclear reactor lore from the Carly Bree McKay Engine in 2020. It does not sound like a fun or exciting prospect.
2477,5766,9786,"""UK industry can totally survive without reliable cheap energy, right? Keep preaching instead of actually taking action and building nuclear plants. Brilliant idea! """,Positive,Sarcastic,Politics,"""The UK industry can definitely thrive without affordable and dependable energy, correct? Let's continue advocating instead of actively working on constructing nuclear plants. Great idea!"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508826, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=30, prompt_tokens=55, total_tokens=85), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
2478,5767,9787,"""Oh, did you hear the news? The Americans were so generous in helping Iran kickstart its nuclear program! How thoughtful of them!""",Negative,Sarcastic,Politics,'The Americans were generous in assisting Iran with its nuclear program.
2479,5770,9792,"""So glad they decided to remove the original ventilation stack at the #Chernobyl nuclear power plant unit 3 & 4. Because who needs proper ventilation at a nuclear power plant, right? \ud83d\ude44 #sarcasm""",Negative,Sarcastic,Energy,'I am concerned about the decision to remove the original ventilation stack at the Chernobyl nuclear power plant unit 3 & 4. Proper ventilation is crucial at a nuclear power plant.
2480,5772,9796,"""Oh, big round of applause for Trump for single-handedly giving Iran the green light to go ahead and build those nuclear weapons they totally weren't interested in before. Who needs agreements and diplomacy when you can just stir up trouble and make things worse, right? #ThanksTrump""",Negative,Sarcastic,Politics,"""Trump's actions have potentially allowed Iran to proceed with developing nuclear weapons, despite previous efforts to prevent this. This disregard for agreements and diplomacy has escalated tensions and worsened the situation. #ThanksTrump"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}})], created=1739508832, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=39, prompt_tokens=82, total_tokens=121), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
